entry,core_list_neg,core_list_pos,integrated_list_neg,integrated_list_pos,in_karta_slov,in_rusentilex,in_kfu,in_polsentilex,karta_slov_polarity,karta_slov_valence,"rusentilex_polarity
(""depends"" means this word has different valences in original RuSentiLex)",rusentilex_objectivity,score_kfu,average_rate_polsentilex,intensity_norm_polsentilex,polarity_polsentilex,is_generated_adverb_from_adjective,valence_consensus_between_4_lists
аккомпаниатор,,,,,1,0,0,0,neutral,0.47,,,,,,,0,unique
аккомпанировать,,,,,1,0,0,0,neutral,0.47,,,,,,,0,unique
аккорд,,,,,1,0,1,0,neutral,0.39,,,0.631,,,,0,agree
аккордеон,,,,,1,0,1,0,neutral,0.36,,,0.693,,,,0,agree
аккордеонист,,,,,1,0,0,0,neutral,0.33,,,,,,,0,unique
аккумулирование,,,,,1,0,0,0,neutral,0.46,,,,,,,0,unique
аккумулировать,,,,,1,0,0,0,neutral,0.31,,,,,,,0,unique
аккумулятор,,,,,1,0,1,0,neutral,0.12,,,0.68,,,,0,agree
аккумуляторный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
аккуратист,,1,,1,1,1,1,0,positive,0.69,positive,opinion,0.733,,,,0,agree
аккуратненький,,,,1,1,0,0,1,positive,1,,,,0,0,neutral,0,conflict
аккуратненько,,,,1,1,0,0,1,positive,0.89,,,,0,0,neutral,1,conflict
аккуратно,,1,,1,1,1,1,1,positive,1,positive,opinion,0.78,1,0.5,positive,1,agree
аккуратность,,1,,1,1,1,1,0,positive,1,positive,opinion,0.752,,,,0,agree
аккуратный,,1,,1,1,1,1,1,positive,1,positive,opinion,0.78,1,0.5,positive,0,agree
акрил,,,,,1,0,0,0,neutral,0.22,,,,,,,0,unique
акробат,,,,,1,0,0,0,neutral,0.41,,,,,,,0,unique
акробатика,,,,,1,0,0,0,neutral,0.34,,,,,,,0,unique
акробатически,,,,,1,0,0,0,neutral,0.37,,,,,,,0,unique
акробатический,,,,,1,0,0,0,neutral,0.27,,,,,,,0,unique
акробатка,,,,,1,0,0,0,neutral,0.38,,,,,,,0,unique
аксессуар,,,,,1,0,1,0,neutral,0.41,,,0.645,,,,0,agree
двойственный,,,1,,1,1,1,1,neutral,-0.01,negative,opinion,0.66,0,0,neutral,0,conflict
актер,,,,,1,0,1,0,neutral,0.37,,,0.692,,,,0,agree
армагеддон,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
актерка,,,,,1,0,0,0,neutral,-0.25,,,,,,,0,unique
актерский,,,,,1,0,1,0,neutral,0.3,,,0.67,,,,0,agree
актерство,,,,,1,0,0,0,neutral,0.42,,,,,,,0,unique
актерствовать,,,,,1,0,0,0,neutral,-0.22,,,,,,,0,unique
актив,,,,,1,0,1,0,positive,0.88,,,0.64,,,,0,conflict
активатор,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
активация,,,,,1,0,1,0,neutral,0.42,,,0.557,,,,0,agree
активизация,,,,,1,0,1,1,neutral,0.43,,,0.595,0,0,neutral,0,agree
активизировать,,,,,1,0,1,1,neutral,0.47,,,0.609,0,0,neutral,0,agree
активизироваться,,,,,1,0,1,1,positive,0.68,,,0.624,0,0,neutral,0,conflict
активизм,,,,,1,0,0,0,positive,0.79,,,,,,,0,unique
активирование,,,,,1,0,0,0,neutral,0.4,,,,,,,0,unique
активировать,,,,,1,0,0,0,neutral,0.4,,,,,,,0,unique
активист,,,,,1,0,1,0,positive,0.9,,,0.595,,,,0,conflict
активистка,,,,,1,0,0,0,positive,0.83,,,,,,,0,unique
активно,,1,,1,1,1,1,0,positive,1,positive,opinion,0.713,,,,1,agree
активность,,1,,1,1,1,1,1,positive,0.78,positive,opinion,0.646,0,0,neutral,0,conflict
активный,,1,,1,1,1,1,0,positive,1,positive,opinion,0.713,,,,0,agree
актовый,,,,,1,0,1,0,neutral,0,,,0.524,,,,0,agree
актриса,,,,,1,0,1,0,neutral,0.39,,,0.714,,,,0,conflict
бабай,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бан,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
актуализация,,,,,1,0,0,0,neutral,0.54,,,,,,,0,unique
актуализировать,,,,,1,0,0,0,neutral,0.54,,,,,,,0,unique
актуализироваться,,,,,1,0,0,0,positive,0.58,,,,,,,0,unique
актуально,,1,,1,1,1,1,1,positive,0.76,positive,opinion,0.706,0,0,neutral,1,conflict
актуальность,,1,,1,1,1,1,0,positive,1,positive,opinion,0.668,,,,0,conflict
актуальный,,1,,1,1,1,1,1,positive,0.76,positive,opinion,0.706,0,0,neutral,0,conflict
акула,,,,,1,0,1,0,neutral,-0.26,,,0.411,,,,0,conflict
акулий,,,,,1,0,0,0,neutral,-0.12,,,,,,,0,unique
акустический,,,,,1,0,1,0,neutral,0.05,,,0.723,,,,0,conflict
акушер,,,,,1,0,0,0,neutral,0.45,,,,,,,0,unique
акушерка,,,,,1,0,0,0,neutral,0.51,,,,,,,0,unique
акушерский,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
акушерство,,,,,1,0,0,0,neutral,0.47,,,,,,,0,unique
акцент,,,,,1,0,1,1,neutral,0.26,,,0.703,0,0,neutral,0,conflict
акцентирование,,,,,1,0,0,0,neutral,0.37,,,,,,,0,unique
акцентировать,,,,,1,0,1,0,neutral,0.24,,,0.62,,,,0,agree
акцентный,,,,,1,0,0,0,neutral,0.07,,,,,,,0,unique
акциз,,,,,1,0,1,0,neutral,0,,,0.416,,,,0,conflict
акционер,,,,,1,0,1,1,neutral,0.21,,,0.593,0,0,neutral,0,agree
акционерный,,,,,1,0,1,0,neutral,0.05,,,0.56,,,,0,agree
акция,,,,,1,0,1,1,positive,0.6,,,0.571,0,0,neutral,0,conflict
алабай,,,,,1,0,0,0,neutral,0.46,,,,,,,0,unique
алгебра,,,,,1,0,1,1,neutral,0.26,,,0.617,0,0,neutral,0,agree
алгебраический,,,,,1,0,0,0,neutral,0.09,,,,,,,0,unique
алгоритм,,,,,1,0,1,1,neutral,0.09,,,0.61,0,0,neutral,0,agree
алгоритмический,,,,,1,0,0,0,neutral,0.21,,,,,,,0,unique
аленький,,,,,1,0,0,0,positive,0.94,,,,,,,0,unique
алеть,,,,,1,0,0,0,neutral,0.31,,,,,,,0,unique
алжирец,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
алжирский,,,,,1,0,0,1,neutral,0,,,,0,0,neutral,0,agree
алиби,,,,,1,0,0,1,neutral,0.45,,,,0,0,neutral,0,agree
алименты,,,,,1,0,1,1,neutral,-0.13,,,0.51,0,0,neutral,0,agree
алкалоид,,,,,1,0,0,0,neutral,-0.19,,,,,,,0,unique
алкашка,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.414,,,,0,agree
алкоголизм,1,,1,,1,1,1,1,negative,-1,negative,fact,0.323,-1,-0.5,negative,0,agree
алкоголический,1,,1,,1,1,1,0,negative,-0.93,negative,fact,0.326,,,,0,agree
алкоголичка,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.318,,,,0,agree
вышвырнуть,,,1,,1,0,1,0,negative,-1,,,0.514,,,,0,conflict
алконавт,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.51,,,,0,conflict
аллегоризм,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
аллегорически,,,,,1,0,0,0,neutral,0.15,,,,,,,0,unique
аллейка,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
аллерген,1,,1,,1,1,1,0,negative,-0.97,negative,fact,0.464,,,,0,agree
аллергический,1,,1,,1,1,1,1,negative,-0.73,negative,fact,0.483,0,0,neutral,0,conflict
аллергия,1,,1,,1,1,1,0,negative,-1,negative,fact,0.433,,,,0,agree
аллея,,,,,1,0,1,0,neutral,0.42,,,0.697,,,,0,agree
аллигатор,,,,,1,0,0,0,neutral,-0.29,,,,,,,0,unique
алмаз,,,,,1,0,1,0,positive,0.64,,,0.647,,,,0,conflict
алмазик,,,,,1,0,0,0,neutral,0.49,,,,,,,0,unique
алмазный,,,,,1,0,1,0,neutral,0.53,,,0.676,,,,0,agree
алогичность,1,,1,,1,1,1,0,negative,-0.47,negative,opinion,0.595,,,,0,conflict
алогичный,1,,1,,1,1,1,1,negative,-0.46,negative,opinion,0.669,-1,-0.5,negative,0,conflict
алоэ,,,,,1,0,0,0,neutral,0.31,,,,,,,0,unique
алтаец,,,,,1,0,0,0,neutral,0.07,,,,,,,0,unique
алтайский,,,,,1,0,1,0,neutral,0.24,,,0.635,,,,0,agree
алтарный,,,,,1,0,0,0,neutral,0.38,,,,,,,0,unique
алтарь,,,,,1,0,1,0,neutral,0.43,,,0.643,,,,0,agree
алфавит,,,,,1,0,1,0,positive,0.55,,,0.621,,,,0,conflict
алфавитный,,,,,1,0,0,0,neutral,0.07,,,,,,,0,unique
алхимик,,,,,1,0,0,0,neutral,0.25,,,,,,,0,unique
алхимический,,,,,1,0,0,0,neutral,-0.03,,,,,,,0,unique
алхимия,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
алчно,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.35,-1,-0.5,negative,1,agree
алчность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.401,,,,0,agree
алчный,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.35,-1,-0.5,negative,0,agree
алый,,,,,1,0,1,0,neutral,0.28,,,0.608,,,,0,agree
алыча,,,,,1,0,0,0,neutral,0.41,,,,,,,0,unique
альбатрос,,,,,1,0,0,0,neutral,0.24,,,,,,,0,unique
альбинос,,,,,1,0,0,0,neutral,0.22,,,,,,,0,unique
альбиноска,,,,,1,0,0,0,neutral,-0.06,,,,,,,0,unique
альбомный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
альбомчик,,,,,1,0,0,0,neutral,0.53,,,,,,,0,unique
альпийский,,,,,1,0,1,0,neutral,0.29,,,0.609,,,,0,agree
альпинизм,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
альпинист,,,,,1,0,1,0,neutral,0.38,,,0.629,,,,0,agree
альпинистка,,,,,1,0,0,0,neutral,0.41,,,,,,,0,unique
альпинистский,,,,,1,0,0,0,neutral,0.06,,,,,,,0,unique
альтернатива,,,,,1,0,1,1,neutral,0.49,,,0.657,0,0,neutral,0,agree
альтернативность,,,,,1,0,0,0,neutral,0.21,,,,,,,0,unique
альтернативный,,,,,1,0,1,1,neutral,0.29,,,0.603,0,0,neutral,0,agree
альтруизм,,,,,1,0,0,0,positive,0.8,,,,,,,0,unique
альтруист,,,,,1,0,0,0,positive,0.92,,,,,,,0,unique
альтруистически,,,,,1,0,0,0,positive,1,,,,,,,0,unique
альтруистический,,,,1,1,0,0,1,positive,0.9,,,,1,0.5,positive,0,agree
альфа,,,,,1,0,1,0,neutral,0.37,,,0.615,,,,0,agree
альфа-самец,,,,,1,0,0,0,neutral,0.4,,,,,,,0,unique
барахлить,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
альцгеймер,1,,1,,1,1,1,0,negative,-0.93,negative,fact,0.602,,,,0,conflict
альянс,,,,,1,0,1,0,neutral,0.48,,,0.616,,,,0,agree
алюминиевый,,,,,1,0,1,1,neutral,0,,,0.534,0,0,neutral,0,agree
алюминий,,,,,1,0,1,1,neutral,0.1,,,0.615,0,0,neutral,0,agree
амазонка,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
амазонский,,,,,1,0,0,0,neutral,0.22,,,,,,,0,unique
барыга,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
амбар,,,,,1,0,1,0,neutral,0.08,,,0.604,,,,0,agree
амбарный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
амбарчик,,,,,1,0,0,0,positive,0.6,,,,,,,0,unique
амбициозность,,,,,1,0,0,0,positive,0.56,,,,,,,0,unique
амбициозный,,1,,1,1,0,1,1,positive,0.9,,,0.777,1,0.5,positive,0,agree
амбиция,,1,,1,1,0,1,1,positive,0.62,,,0.73,1,0.5,positive,0,agree
амбулатория,,,,,1,0,0,0,neutral,0.17,,,,,,,0,unique
амбулаторно,,,,,1,0,0,0,neutral,0.01,,,,,,,1,unique
амбулаторный,,,,,1,0,0,0,neutral,0.01,,,,,,,0,unique
амеба,,,,,1,0,0,0,neutral,-0.19,,,,,,,0,unique
американец,,,,,1,0,1,1,neutral,0.08,,,0.64,0,0,neutral,0,agree
американизация,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
американка,,,,,1,0,1,0,neutral,0.24,,,0.654,,,,0,agree
американочка,,,,,1,0,0,0,neutral,0.41,,,,,,,0,unique
аметист,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
аметистовый,,,,,1,0,0,0,neutral,0.04,,,,,,,0,unique
аминокислота,,,,,1,0,1,0,neutral,0.32,,,0.583,,,,0,agree
аминокислотный,,,,,1,0,1,0,neutral,0.1,,,0.609,,,,0,agree
аммиак,,,,,1,0,1,0,neutral,0,,,0.659,,,,0,agree
бацилла,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
амнистия,,,,,1,0,1,1,positive,1,,,0.402,1,0.5,positive,0,conflict
бездыханный,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
аморальность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.343,,,,0,agree
аморальный,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.353,-1,-0.5,negative,0,agree
амортизатор,,,,,1,0,0,0,neutral,0.49,,,,,,,0,unique
амортизация,,,,,1,0,1,0,neutral,0.16,,,0.538,,,,0,agree
амортизировать,,,,,1,0,0,0,neutral,0.39,,,,,,,0,unique
заведомо,,,1,,1,1,1,1,neutral,0.06,negative,opinion,0.551,0,0,neutral,1,conflict
ампер,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
амперметр,,,,,1,0,0,0,neutral,0.19,,,,,,,0,unique
ампир,,,,,1,0,0,0,neutral,-0.07,,,,,,,0,unique
амплитуда,,,,,1,0,1,0,neutral,0,,,0.602,,,,0,agree
амплитудный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
амплуа,,,,,1,0,1,0,neutral,0,,,0.611,,,,0,agree
ампула,,,,,1,0,1,0,neutral,0.01,,,0.54,,,,0,agree
ампутация,1,,1,,1,1,1,0,negative,-0.93,negative,fact,0.483,,,,0,agree
ампутировать,1,,1,,1,1,1,0,negative,-0.88,negative,fact,0.406,,,,0,agree
амулет,,,,,1,0,1,0,positive,0.59,,,0.559,,,,0,conflict
амуниция,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
амур,,,,,1,0,1,1,positive,0.94,,,0.591,0,0,neutral,0,conflict
амурный,,,,,1,0,0,0,positive,1,,,,,,,0,unique
беззаконник,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
амфибия,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
амфитеатр,,,,,1,0,0,0,neutral,0.35,,,,,,,0,unique
амфора,,,,,1,0,0,0,neutral,0.37,,,,,,,0,unique
анабиоз,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
анаконда,,,,,1,0,0,0,neutral,-0.28,,,,,,,0,unique
заведомый,,,1,,1,1,1,1,neutral,0.06,negative,opinion,0.551,0,0,neutral,0,conflict
анализатор,,,,,1,0,1,0,neutral,0.1,,,0.551,,,,0,agree
анализаторный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
анализирование,,,,,1,0,0,0,neutral,0.48,,,,,,,0,unique
анализировать,,,,,1,0,1,1,positive,0.58,,,0.583,0,0,neutral,0,conflict
аналитически,,,,,1,0,0,0,neutral,0.03,,,,,,,0,unique
аналитический,,,,,1,0,1,0,neutral,0.4,,,0.65,,,,0,agree
аналитичность,,,,,1,0,0,0,neutral,0.5,,,,,,,0,unique
аналог,,,,,1,0,1,0,neutral,0.18,,,0.63,,,,0,agree
аналогий,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
аналогично,,,,,1,0,1,1,neutral,0.14,,,0.566,0,0,neutral,1,agree
аналогичность,,,,,1,0,0,0,neutral,0.25,,,,,,,0,unique
аналогичный,,,,,1,0,1,1,neutral,0.14,,,0.566,0,0,neutral,0,agree
анальгин,,,,,1,0,0,0,neutral,0.24,,,,,,,0,unique
ананас,,,,,1,0,1,0,neutral,0.48,,,0.687,,,,0,agree
ананасный,,,,,1,0,0,0,neutral,0.16,,,,,,,0,unique
ананасовый,,,,,1,0,0,0,neutral,0.43,,,,,,,0,unique
анархизм,1,,1,,1,1,1,0,negative,-0.43,negative,fact,0.573,,,,0,conflict
анархист,1,,1,,1,1,1,1,negative,-0.54,negative,fact,0.532,0,0,neutral,0,conflict
анархистка,1,,1,,1,1,1,0,negative,-0.63,negative,fact,0.491,,,,0,agree
анархистский,1,,1,,1,1,1,0,negative,-0.66,negative,fact,0.569,,,,0,conflict
анархический,1,,1,,1,1,1,0,negative,-0.52,negative,fact,0.645,,,,0,conflict
анархия,1,,1,,1,1,1,0,negative,-0.68,negative,fact,0.589,,,,0,conflict
анатомирование,,,,,1,0,0,0,neutral,0.09,,,,,,,0,unique
анатомически,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
анатомический,,,,,1,0,1,0,neutral,0.1,,,0.632,,,,0,agree
анатомия,,,,,1,0,1,0,neutral,0.05,,,0.668,,,,0,agree
ангажированный,1,,1,,1,1,1,0,negative,-0.42,negative,opinion,0.458,,,,0,agree
ангар,,,,,1,0,1,0,neutral,0,,,0.54,,,,0,agree
ангел,,1,,1,1,1,1,1,positive,1,positive,opinion,0.794,1,0.5,positive,0,agree
ангелок,,,,,1,0,0,0,positive,1,,,,,,,0,unique
ангелочек,,,,,1,0,0,0,positive,1,,,,,,,0,unique
ангельски,,,,,1,0,0,0,positive,1,,,,,,,0,unique
ангельский,,1,,1,1,1,1,1,positive,1,positive,opinion,0.739,1,0.5,positive,0,agree
ангина,1,,1,,1,1,1,0,negative,-0.91,negative,fact,0.391,,,,0,agree
ангиозный,1,,1,,1,1,1,0,negative,-0.68,negative,fact,0.417,,,,0,agree
англ,,,,,1,0,0,0,neutral,0.19,,,,,,,0,unique
англичанин,,,,,1,0,1,0,neutral,0.22,,,0.606,,,,0,agree
англичанка,,,,,1,0,0,0,neutral,0.15,,,,,,,0,unique
англоман,,,,,1,0,0,0,neutral,0.3,,,,,,,0,unique
англосаксы,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
андроид,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
анекдот,,,,,1,0,1,1,positive,1,,,0.562,0,0,neutral,0,conflict
анекдотец,,,,,1,0,0,0,positive,0.58,,,,,,,0,unique
анекдотический,,,,,1,0,0,0,positive,0.71,,,,,,,0,unique
анекдотичный,,,,,1,0,0,0,positive,0.62,,,,,,,0,unique
анемия,1,,1,,1,1,1,0,negative,-1,negative,fact,0.408,,,,0,agree
анестезиолог,,,,,1,0,0,1,neutral,0.45,,,,0,0,neutral,0,agree
анестезировать,,,,,1,0,0,0,neutral,0.26,,,,,,,0,unique
анестезия,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
аниматор,,,,,1,0,0,0,neutral,0.54,,,,,,,0,unique
анимация,,,,,1,0,0,0,neutral,0.37,,,,,,,0,unique
аниме,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
анкета,,,,,1,0,1,1,neutral,0,,,0.56,0,0,neutral,0,agree
анкетирование,,,,,1,0,0,1,neutral,0,,,,0,0,neutral,0,agree
анкетировать,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
анкетный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
аннотация,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
аннулирование,,,,,1,0,0,0,neutral,-0.33,,,,,,,0,unique
безрассудность,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
аномалия,1,,1,,1,1,1,0,negative,-0.48,negative,opinion,0.516,,,,0,conflict
аномально,1,,1,,1,1,1,1,negative,-0.59,negative,opinion,0.485,-1,-0.5,negative,1,agree
аномальность,1,,1,,1,1,1,0,negative,-0.55,negative,opinion,0.487,,,,0,agree
аномальный,1,,1,,1,1,1,1,negative,-0.59,negative,opinion,0.485,-1,-0.5,negative,0,agree
аноним,,,,,1,0,0,0,neutral,0.01,,,,,,,0,unique
анонимка,,,,,1,0,0,0,neutral,-0.29,,,,,,,0,unique
иллюзорный,,,1,,1,1,1,1,neutral,0.22,negative,opinion,0.587,0,0,neutral,0,conflict
анонимность,,,,,1,0,0,1,neutral,0,,,,0,0,neutral,0,agree
маловажный,,,1,,1,1,1,1,neutral,-0.28,negative,opinion,0.508,0,0,neutral,0,conflict
анонимщик,,,,,1,0,0,0,neutral,-0.21,,,,,,,0,unique
анонс,,,,,1,0,0,1,neutral,0.1,,,,0,0,neutral,0,agree
анонсировать,,,,,1,0,0,1,neutral,0.07,,,,0,0,neutral,0,agree
анорексия,1,,1,,1,1,1,0,negative,-1,negative,fact,0.393,,,,0,agree
ансамбль,,,,,1,0,1,0,neutral,0.49,,,0.67,,,,0,agree
антагонист,1,,1,,1,1,1,0,negative,-0.73,negative,opinion,0.55,,,,0,conflict
антагонистический,1,,1,,1,1,1,0,negative,-0.7,negative,opinion,0.583,,,,0,conflict
антагонистичный,1,,1,,1,1,1,0,negative,-0.85,negative,opinion,0.566,,,,0,conflict
антарктический,,,,,1,0,0,0,neutral,0.02,,,,,,,0,unique
антеннка,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
антиалкогольный,,,,,1,0,0,1,neutral,0.4,,,,0,0,neutral,0,agree
безрассудство,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антибактериальный,,,,,1,0,0,0,positive,0.73,,,,,,,0,unique
антибиотик,,,,,1,0,1,1,neutral,0.43,,,0.565,0,0,neutral,0,agree
антибиотикотерапия,,,,,1,0,0,0,neutral,0.45,,,,,,,0,unique
безрыбье,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антивирус,,,,,1,0,0,0,positive,0.97,,,,,,,0,unique
антивоенный,,,,,1,0,0,1,positive,0.69,,,,0,0,neutral,0,conflict
бесноватость,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антигосударственный,,,1,,1,0,0,1,negative,-0.92,,,,-1,-0.5,negative,0,agree
антигравитация,,,,,1,0,0,0,neutral,-0.28,,,,,,,0,unique
бесноватый,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антигуманность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.426,,,,0,agree
бесовский,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антидепрессант,,,,,1,0,0,0,neutral,0.39,,,,,,,0,unique
антидот,,,,,1,0,0,0,positive,1,,,,,,,0,unique
антиквар,,,,,1,0,0,0,neutral,0.22,,,,,,,0,unique
антиквариат,,,,,1,0,1,0,neutral,0.43,,,0.562,,,,0,agree
антикварный,,,,,1,0,1,0,neutral,0.32,,,0.586,,,,0,agree
бесовство,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бесовщина,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бесправие,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антикоррозионный,,,,,1,0,0,0,positive,0.65,,,,,,,0,unique
антилопа,,,,,1,0,0,0,neutral,0.38,,,,,,,0,unique
беспредельщик,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антимонархический,,,,,1,0,0,0,neutral,-0.34,,,,,,,0,unique
малозначительный,,,1,,1,1,1,1,neutral,-0.25,negative,opinion,0.607,0,0,neutral,0,conflict
антинародный,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.464,-1,-0.5,negative,0,agree
антинаучный,,,1,,1,0,0,1,negative,-0.73,,,,-1,-0.5,negative,0,agree
антиобщественный,1,,1,,1,1,1,1,negative,-0.95,negative,opinion,0.518,-1,-0.5,negative,0,conflict
антиоксидант,,,,,1,0,0,0,positive,0.63,,,,,,,0,unique
бесприютный,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антипатичный,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.535,,,,0,conflict
антипатия,1,,1,,1,1,1,0,negative,-1,negative,feeling,0.49,,,,0,agree
бесстыжий,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антипод,,,,,1,0,0,0,neutral,-0.34,,,,,,,0,unique
антиправительственный,1,,1,,1,1,1,1,negative,-0.63,negative,fact,0.445,0,0,neutral,0,conflict
бестолковка,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бесхарактерность,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антисанитария,1,,1,,1,1,1,0,negative,-1,negative,fact,0.366,,,,0,agree
антисанитарный,1,,1,,1,1,1,1,negative,-1,negative,fact,0.381,-1,-0.5,negative,0,agree
антисептик,,,,,1,0,0,0,positive,0.61,,,,,,,0,unique
антисептический,,,,,1,0,0,0,neutral,0.47,,,,,,,0,unique
бесхозяйственность,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
гаркнуть,,,1,,1,0,1,0,negative,-1,,,0.57,,,,0,conflict
антисоветский,1,,1,,1,0,1,1,negative,-0.59,,,0.37,-1,-0.5,negative,0,agree
бесчеловечие,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
антисталинизм,,,,,1,0,0,0,neutral,0.37,,,,,,,0,unique
антисталинист,,,,,1,0,0,0,neutral,-0.33,,,,,,,0,unique
жесточайший,,,1,,1,0,1,0,negative,-1,,,0.581,,,,0,conflict
